ensembl_gene_id_version	ensembl_gene_id	external_gene_name
ENSG00000115317.13	ENSG00000115317	HTRA2
ENSG00000115318.12	ENSG00000115318	LOXL3
ENSG00000115325.14	ENSG00000115325	DOK1
ENSG00000115339.14	ENSG00000115339	GALNT3
ENSG00000115350.12	ENSG00000115350	POLE4
ENSG00000115353.11	ENSG00000115353	TACR1
ENSG00000115355.18	ENSG00000115355	CCDC88A
ENSG00000115361.8	ENSG00000115361	ACADL
ENSG00000115363.14	ENSG00000115363	EVA1A
ENSG00000115364.14	ENSG00000115364	MRPL19
ENSG00000115365.13	ENSG00000115365	LANCL1
ENSG00000115368.10	ENSG00000115368	WDR75
ENSG00000115380.20	ENSG00000115380	EFEMP1
ENSG00000115386.6	ENSG00000115386	REG1A
ENSG00000115392.13	ENSG00000115392	FANCL
ENSG00000115414.21	ENSG00000115414	FN1
ENSG00000115415.21	ENSG00000115415	STAT1
ENSG00000115421.13	ENSG00000115421	PAPOLG
ENSG00000115423.19	ENSG00000115423	DNAH6
ENSG00000115425.14	ENSG00000115425	PECR
ENSG00000115446.12	ENSG00000115446	UNC50
ENSG00000115457.10	ENSG00000115457	IGFBP2
ENSG00000115459.18	ENSG00000115459	ELMOD3
ENSG00000115461.5	ENSG00000115461	IGFBP5
ENSG00000115464.15	ENSG00000115464	USP34
ENSG00000115468.13	ENSG00000115468	EFHD1
ENSG00000115474.7	ENSG00000115474	KCNJ13
ENSG00000115484.15	ENSG00000115484	CCT4
ENSG00000115486.13	ENSG00000115486	GGCX
ENSG00000115488.3	ENSG00000115488	NEU2
ENSG00000115504.15	ENSG00000115504	EHBP1
ENSG00000115507.10	ENSG00000115507	OTX1
ENSG00000115514.12	ENSG00000115514	TXNDC9
ENSG00000115520.9	ENSG00000115520	COQ10B
ENSG00000115523.17	ENSG00000115523	GNLY
ENSG00000115524.17	ENSG00000115524	SF3B1
ENSG00000115525.18	ENSG00000115525	ST3GAL5
ENSG00000115526.11	ENSG00000115526	CHST10
ENSG00000115539.14	ENSG00000115539	PDCL3
ENSG00000115540.15	ENSG00000115540	MOB4
ENSG00000115541.11	ENSG00000115541	HSPE1
ENSG00000115548.17	ENSG00000115548	KDM3A
ENSG00000115556.14	ENSG00000115556	PLCD4
ENSG00000115561.16	ENSG00000115561	CHMP3
ENSG00000115568.16	ENSG00000115568	ZNF142
ENSG00000115590.14	ENSG00000115590	IL1R2
ENSG00000115593.15	ENSG00000115593	SMYD1
ENSG00000115594.12	ENSG00000115594	IL1R1
ENSG00000115596.4	ENSG00000115596	WNT6
ENSG00000115598.10	ENSG00000115598	IL1RL2
ENSG00000115602.17	ENSG00000115602	IL1RL1
ENSG00000115604.12	ENSG00000115604	IL18R1
ENSG00000115607.10	ENSG00000115607	IL18RAP
ENSG00000115616.3	ENSG00000115616	SLC9A2
ENSG00000115641.19	ENSG00000115641	FHL2
ENSG00000115648.14	ENSG00000115648	MLPH
ENSG00000115649.16	ENSG00000115649	CNPPD1
ENSG00000115652.15	ENSG00000115652	UXS1
ENSG00000115657.14	ENSG00000115657	ABCB6
ENSG00000115661.14	ENSG00000115661	STK16
ENSG00000115665.9	ENSG00000115665	SLC5A7
ENSG00000115677.18	ENSG00000115677	HDLBP
ENSG00000115685.15	ENSG00000115685	PPP1R7
ENSG00000115687.14	ENSG00000115687	PASK
ENSG00000115694.15	ENSG00000115694	STK25
ENSG00000115705.22	ENSG00000115705	TPO
ENSG00000115718.18	ENSG00000115718	PROC
ENSG00000115738.10	ENSG00000115738	ID2
ENSG00000115750.17	ENSG00000115750	TAF1B
ENSG00000115756.13	ENSG00000115756	HPCAL1
ENSG00000115758.14	ENSG00000115758	ODC1
ENSG00000115760.16	ENSG00000115760	BIRC6
ENSG00000115761.17	ENSG00000115761	NOL10
ENSG00000115762.17	ENSG00000115762	PLEKHB2
ENSG00000115806.13	ENSG00000115806	GORASP2
ENSG00000115808.12	ENSG00000115808	STRN
ENSG00000115816.15	ENSG00000115816	CEBPZ
ENSG00000115825.11	ENSG00000115825	PRKD3
ENSG00000115827.14	ENSG00000115827	DCAF17
ENSG00000115828.17	ENSG00000115828	QPCT
ENSG00000115839.19	ENSG00000115839	RAB3GAP1
ENSG00000115840.14	ENSG00000115840	SLC25A12
ENSG00000115841.21	ENSG00000115841	RMDN2
ENSG00000115844.11	ENSG00000115844	DLX2
ENSG00000115850.10	ENSG00000115850	LCT
ENSG00000115866.11	ENSG00000115866	DARS1
ENSG00000115875.19	ENSG00000115875	SRSF7
ENSG00000115884.11	ENSG00000115884	SDC1
ENSG00000115896.16	ENSG00000115896	PLCL1
ENSG00000115902.11	ENSG00000115902	SLC1A4
ENSG00000115904.15	ENSG00000115904	SOS1
ENSG00000115919.15	ENSG00000115919	KYNU
ENSG00000115935.19	ENSG00000115935	WIPF1
ENSG00000115942.9	ENSG00000115942	ORC2
ENSG00000115944.15	ENSG00000115944	COX7A2L
ENSG00000115946.8	ENSG00000115946	PNO1
ENSG00000115947.14	ENSG00000115947	ORC4
ENSG00000115956.10	ENSG00000115956	PLEK
ENSG00000115963.14	ENSG00000115963	RND3
ENSG00000115966.18	ENSG00000115966	ATF2
ENSG00000115970.19	ENSG00000115970	THADA
ENSG00000115977.21	ENSG00000115977	AAK1
ENSG00000115993.13	ENSG00000115993	TRAK2
ENSG00000115998.8	ENSG00000115998	C2orf42
ENSG00000116001.17	ENSG00000116001	TIA1
ENSG00000116005.12	ENSG00000116005	PCYOX1
ENSG00000116016.14	ENSG00000116016	EPAS1
ENSG00000116030.17	ENSG00000116030	SUMO1
ENSG00000116031.9	ENSG00000116031	CD207
ENSG00000116035.4	ENSG00000116035	VAX2
ENSG00000116039.13	ENSG00000116039	ATP6V1B1
ENSG00000116044.17	ENSG00000116044	NFE2L2
ENSG00000116062.19	ENSG00000116062	MSH6
ENSG00000116095.11	ENSG00000116095	PLEKHA3
ENSG00000116096.6	ENSG00000116096	SPR
ENSG00000116106.12	ENSG00000116106	EPHA4
ENSG00000116117.19	ENSG00000116117	PARD3B
ENSG00000116120.11	ENSG00000116120	FARSB
ENSG00000116127.20	ENSG00000116127	ALMS1
ENSG00000116128.12	ENSG00000116128	BCL9
ENSG00000116132.12	ENSG00000116132	PRRX1
ENSG00000116133.13	ENSG00000116133	DHCR24
ENSG00000116138.13	ENSG00000116138	DNAJC16
ENSG00000116141.17	ENSG00000116141	MARK1
ENSG00000116147.17	ENSG00000116147	TNR
ENSG00000116151.14	ENSG00000116151	MORN1
ENSG00000116157.6	ENSG00000116157	GPX7
ENSG00000116161.18	ENSG00000116161	CACYBP
ENSG00000116171.19	ENSG00000116171	SCP2
ENSG00000116183.11	ENSG00000116183	PAPPA2
ENSG00000116191.19	ENSG00000116191	RALGPS2
ENSG00000116194.13	ENSG00000116194	ANGPTL1
ENSG00000116198.14	ENSG00000116198	CEP104
ENSG00000116199.12	ENSG00000116199	FAM20B
ENSG00000116205.14	ENSG00000116205	TCEANC2
ENSG00000116209.12	ENSG00000116209	TMEM59
ENSG00000116212.15	ENSG00000116212	LRRC42
ENSG00000116213.16	ENSG00000116213	WRAP73
ENSG00000116218.13	ENSG00000116218	NPHS2
ENSG00000116221.15	ENSG00000116221	MRPL37
ENSG00000116237.16	ENSG00000116237	ICMT
ENSG00000116251.11	ENSG00000116251	RPL22
ENSG00000116254.18	ENSG00000116254	CHD5
ENSG00000116260.17	ENSG00000116260	QSOX1
ENSG00000116266.11	ENSG00000116266	STXBP3
ENSG00000116273.6	ENSG00000116273	PHF13
ENSG00000116285.13	ENSG00000116285	ERRFI1
ENSG00000116288.13	ENSG00000116288	PARK7
ENSG00000116299.17	ENSG00000116299	ELAPOR1
ENSG00000116329.12	ENSG00000116329	OPRD1
ENSG00000116337.20	ENSG00000116337	AMPD2
ENSG00000116350.18	ENSG00000116350	SRSF4
ENSG00000116353.16	ENSG00000116353	MECR
ENSG00000116396.15	ENSG00000116396	KCNC4
ENSG00000116406.20	ENSG00000116406	EDEM3
ENSG00000116455.14	ENSG00000116455	WDR77
ENSG00000116459.11	ENSG00000116459	ATP5PB
ENSG00000116473.15	ENSG00000116473	RAP1A
ENSG00000116478.12	ENSG00000116478	HDAC1
ENSG00000116489.13	ENSG00000116489	CAPZA1
ENSG00000116497.18	ENSG00000116497	S100PBP
ENSG00000116514.17	ENSG00000116514	RNF19B
ENSG00000116521.11	ENSG00000116521	SCAMP3
ENSG00000116525.14	ENSG00000116525	TRIM62
ENSG00000116539.14	ENSG00000116539	ASH1L
ENSG00000116544.12	ENSG00000116544	DLGAP3
ENSG00000116560.12	ENSG00000116560	SFPQ
ENSG00000116574.6	ENSG00000116574	RHOU
ENSG00000116580.20	ENSG00000116580	GON4L
ENSG00000116584.22	ENSG00000116584	ARHGEF2
ENSG00000116586.12	ENSG00000116586	LAMTOR2
ENSG00000116604.19	ENSG00000116604	MEF2D
ENSG00000116641.18	ENSG00000116641	DOCK7
ENSG00000116649.10	ENSG00000116649	SRM
ENSG00000116661.11	ENSG00000116661	FBXO2
ENSG00000116663.11	ENSG00000116663	FBXO6
ENSG00000116667.15	ENSG00000116667	C1orf21
ENSG00000116668.13	ENSG00000116668	SWT1
ENSG00000116670.16	ENSG00000116670	MAD2L2
ENSG00000116675.16	ENSG00000116675	DNAJC6
ENSG00000116678.20	ENSG00000116678	LEPR
ENSG00000116679.16	ENSG00000116679	IVNS1ABP
ENSG00000116685.16	ENSG00000116685	KIAA2013
ENSG00000116688.18	ENSG00000116688	MFN2
ENSG00000116690.13	ENSG00000116690	PRG4
ENSG00000116691.11	ENSG00000116691	MIIP
ENSG00000116698.22	ENSG00000116698	SMG7
ENSG00000116701.16	ENSG00000116701	NCF2
ENSG00000116703.14	ENSG00000116703	PDC
ENSG00000116704.8	ENSG00000116704	SLC35D1
ENSG00000116711.10	ENSG00000116711	PLA2G4A
ENSG00000116717.13	ENSG00000116717	GADD45A
ENSG00000116721.9	ENSG00000116721	PRAMEF1
ENSG00000116726.5	ENSG00000116726	PRAMEF12
ENSG00000116729.14	ENSG00000116729	WLS
ENSG00000116731.23	ENSG00000116731	PRDM2
ENSG00000116741.8	ENSG00000116741	RGS2
ENSG00000116745.7	ENSG00000116745	RPE65
ENSG00000116747.13	ENSG00000116747	RO60
ENSG00000116748.22	ENSG00000116748	AMPD1
ENSG00000116750.14	ENSG00000116750	UCHL5
ENSG00000116752.6	ENSG00000116752	BCAS2
ENSG00000116754.14	ENSG00000116754	SRSF11
ENSG00000116761.12	ENSG00000116761	CTH
ENSG00000116771.6	ENSG00000116771	AGMAT
ENSG00000116774.12	ENSG00000116774	OLFML3
ENSG00000116783.15	ENSG00000116783	TNNI3K
ENSG00000116785.15	ENSG00000116785	CFHR3
ENSG00000116786.13	ENSG00000116786	PLEKHM2
ENSG00000116791.14	ENSG00000116791	CRYZ
ENSG00000116793.16	ENSG00000116793	PHTF1
ENSG00000116809.12	ENSG00000116809	ZBTB17
ENSG00000116815.16	ENSG00000116815	CD58
ENSG00000116819.9	ENSG00000116819	TFAP2E
ENSG00000116824.5	ENSG00000116824	CD2
ENSG00000116830.12	ENSG00000116830	TTF2
ENSG00000116833.14	ENSG00000116833	NR5A2
ENSG00000116852.15	ENSG00000116852	KIF21B
ENSG00000116857.17	ENSG00000116857	TMEM9
ENSG00000116863.11	ENSG00000116863	ADPRS
ENSG00000116871.16	ENSG00000116871	MAP7D1
ENSG00000116874.12	ENSG00000116874	WARS2
ENSG00000116882.15	ENSG00000116882	HAO2
ENSG00000116885.18	ENSG00000116885	OSCP1
ENSG00000116898.12	ENSG00000116898	MRPS15
ENSG00000116903.7	ENSG00000116903	EXOC8
ENSG00000116906.13	ENSG00000116906	GNPAT
ENSG00000116918.15	ENSG00000116918	TSNAX
ENSG00000116922.15	ENSG00000116922	C1orf109
ENSG00000116954.8	ENSG00000116954	RRAGC
ENSG00000116962.15	ENSG00000116962	NID1
ENSG00000116977.19	ENSG00000116977	LGALS8
ENSG00000116981.4	ENSG00000116981	NT5C1A
ENSG00000116983.13	ENSG00000116983	HPCAL4
ENSG00000116984.15	ENSG00000116984	MTR
ENSG00000116985.12	ENSG00000116985	BMP8B
ENSG00000116990.11	ENSG00000116990	MYCL
ENSG00000116991.12	ENSG00000116991	SIPA1L2
ENSG00000116996.10	ENSG00000116996	ZP4
ENSG00000117000.9	ENSG00000117000	RLF
ENSG00000117009.12	ENSG00000117009	KMO
ENSG00000117010.17	ENSG00000117010	ZNF684
ENSG00000117013.17	ENSG00000117013	KCNQ4
ENSG00000117016.10	ENSG00000117016	RIMS3
ENSG00000117020.19	ENSG00000117020	AKT3
ENSG00000117036.12	ENSG00000117036	ETV3
ENSG00000117054.15	ENSG00000117054	ACADM
ENSG00000117069.15	ENSG00000117069	ST6GALNAC5
ENSG00000117090.16	ENSG00000117090	SLAMF1
ENSG00000117091.10	ENSG00000117091	CD48
ENSG00000117114.21	ENSG00000117114	ADGRL2
ENSG00000117115.13	ENSG00000117115	PADI2
ENSG00000117118.10	ENSG00000117118	SDHB
ENSG00000117122.14	ENSG00000117122	MFAP2
ENSG00000117133.11	ENSG00000117133	RPF1
ENSG00000117139.18	ENSG00000117139	KDM5B
ENSG00000117143.14	ENSG00000117143	UAP1
ENSG00000117148.8	ENSG00000117148	ACTL8
ENSG00000117151.13	ENSG00000117151	CTBS
ENSG00000117152.14	ENSG00000117152	RGS4
ENSG00000117153.16	ENSG00000117153	KLHL12
ENSG00000117154.12	ENSG00000117154	IGSF21
ENSG00000117155.17	ENSG00000117155	SSX2IP
ENSG00000117174.11	ENSG00000117174	ZNHIT6
ENSG00000117215.15	ENSG00000117215	PLA2G2D
ENSG00000117222.14	ENSG00000117222	RBBP5
ENSG00000117226.12	ENSG00000117226	GBP3
ENSG00000117228.11	ENSG00000117228	GBP1
ENSG00000117245.13	ENSG00000117245	KIF17
ENSG00000117262.19	ENSG00000117262	GPR89A
ENSG00000117266.16	ENSG00000117266	CDK18
ENSG00000117280.13	ENSG00000117280	RAB29
ENSG00000117281.16	ENSG00000117281	CD160
ENSG00000117298.16	ENSG00000117298	ECE1
ENSG00000117305.15	ENSG00000117305	HMGCL
ENSG00000117308.15	ENSG00000117308	GALE
ENSG00000117318.9	ENSG00000117318	ID3
ENSG00000117322.19	ENSG00000117322	CR2
ENSG00000117335.21	ENSG00000117335	CD46
ENSG00000117360.13	ENSG00000117360	PRPF3
ENSG00000117362.13	ENSG00000117362	APH1A
ENSG00000117385.16	ENSG00000117385	P3H1
ENSG00000117394.24	ENSG00000117394	SLC2A1
ENSG00000117395.13	ENSG00000117395	EBNA1BP2
ENSG00000117399.14	ENSG00000117399	CDC20
ENSG00000117400.18	ENSG00000117400	MPL
ENSG00000117407.17	ENSG00000117407	ARTN
ENSG00000117408.11	ENSG00000117408	IPO13
ENSG00000117410.14	ENSG00000117410	ATP6V0B
ENSG00000117411.18	ENSG00000117411	B4GALT2
ENSG00000117419.16	ENSG00000117419	ERI3
ENSG00000117425.14	ENSG00000117425	PTCH2
ENSG00000117448.14	ENSG00000117448	AKR1A1
ENSG00000117450.15	ENSG00000117450	PRDX1
ENSG00000117461.15	ENSG00000117461	PIK3R3
ENSG00000117472.10	ENSG00000117472	TSPAN1
ENSG00000117475.14	ENSG00000117475	BLZF1
ENSG00000117477.13	ENSG00000117477	CCDC181
ENSG00000117479.15	ENSG00000117479	SLC19A2
ENSG00000117480.16	ENSG00000117480	FAAH
ENSG00000117481.11	ENSG00000117481	NSUN4
ENSG00000117500.13	ENSG00000117500	TMED5
ENSG00000117501.15	ENSG00000117501	MROH9
ENSG00000117505.13	ENSG00000117505	DR1
ENSG00000117519.16	ENSG00000117519	CNN3
ENSG00000117523.18	ENSG00000117523	PRRC2C
ENSG00000117525.14	ENSG00000117525	F3
ENSG00000117528.14	ENSG00000117528	ABCD3
ENSG00000117533.15	ENSG00000117533	VAMP4
ENSG00000117543.22	ENSG00000117543	DPH5
ENSG00000117560.8	ENSG00000117560	FASLG
ENSG00000117586.11	ENSG00000117586	TNFSF4
ENSG00000117592.9	ENSG00000117592	PRDX6
ENSG00000117593.12	ENSG00000117593	DARS2
ENSG00000117594.10	ENSG00000117594	HSD11B1
ENSG00000117595.13	ENSG00000117595	IRF6
ENSG00000117597.18	ENSG00000117597	UTP25
ENSG00000117598.14	ENSG00000117598	PLPPR5
ENSG00000117600.14	ENSG00000117600	PLPPR4
ENSG00000117601.15	ENSG00000117601	SERPINC1
ENSG00000117602.13	ENSG00000117602	RCAN3
ENSG00000117614.10	ENSG00000117614	SYF2
ENSG00000117616.18	ENSG00000117616	RSRP1
ENSG00000117620.15	ENSG00000117620	SLC35A3
ENSG00000117625.14	ENSG00000117625	RCOR3
ENSG00000117632.23	ENSG00000117632	STMN1
ENSG00000117640.18	ENSG00000117640	MTFR1L
ENSG00000117643.15	ENSG00000117643	MAN1C1
ENSG00000117650.13	ENSG00000117650	NEK2
ENSG00000117676.14	ENSG00000117676	RPS6KA1
ENSG00000117682.18	ENSG00000117682	DHDDS
ENSG00000117691.10	ENSG00000117691	NENF
ENSG00000117697.15	ENSG00000117697	NSL1
ENSG00000117707.16	ENSG00000117707	PROX1
ENSG00000117713.21	ENSG00000117713	ARID1A
ENSG00000117748.10	ENSG00000117748	RPA2
ENSG00000117751.18	ENSG00000117751	PPP1R8
ENSG00000117758.14	ENSG00000117758	STX12
ENSG00000117791.16	ENSG00000117791	MTARC2
ENSG00000117834.13	ENSG00000117834	SLC5A9
ENSG00000117859.19	ENSG00000117859	OSBPL9
ENSG00000117862.13	ENSG00000117862	TXNDC12
ENSG00000118004.18	ENSG00000118004	COLEC11
ENSG00000118193.12	ENSG00000118193	KIF14
ENSG00000118194.21	ENSG00000118194	TNNT2
ENSG00000118197.14	ENSG00000118197	DDX59
ENSG00000118200.15	ENSG00000118200	CAMSAP2
ENSG00000118217.7	ENSG00000118217	ATF6
ENSG00000118231.5	ENSG00000118231	CRYGD
ENSG00000118242.16	ENSG00000118242	MREG
ENSG00000118245.2	ENSG00000118245	TNP1
ENSG00000118246.14	ENSG00000118246	FASTKD2
ENSG00000118257.17	ENSG00000118257	NRP2
ENSG00000118260.15	ENSG00000118260	CREB1
ENSG00000118263.16	ENSG00000118263	KLF7
ENSG00000118292.9	ENSG00000118292	C1orf54
ENSG00000118298.12	ENSG00000118298	CA14
ENSG00000118454.13	ENSG00000118454	ANKRD13C
ENSG00000118473.23	ENSG00000118473	SGIP1
ENSG00000118640.11	ENSG00000118640	VAMP8
ENSG00000118655.8	ENSG00000118655	DCLRE1B
ENSG00000118729.12	ENSG00000118729	CASQ2
ENSG00000118733.17	ENSG00000118733	OLFM3
ENSG00000118873.17	ENSG00000118873	RAB3GAP2
ENSG00000118960.13	ENSG00000118960	HS1BP3
ENSG00000118961.15	ENSG00000118961	LDAH
ENSG00000118965.16	ENSG00000118965	WDR35
ENSG00000118997.14	ENSG00000118997	DNAH7
ENSG00000119004.17	ENSG00000119004	CYP20A1
ENSG00000119013.10	ENSG00000119013	NDUFB3
ENSG00000119041.11	ENSG00000119041	GTF3C3
ENSG00000119042.18	ENSG00000119042	SATB2
ENSG00000119147.10	ENSG00000119147	ECRG4
ENSG00000119185.13	ENSG00000119185	ITGB1BP1
ENSG00000119203.14	ENSG00000119203	CPSF3
ENSG00000119280.17	ENSG00000119280	C1orf198
ENSG00000119283.16	ENSG00000119283	TRIM67
ENSG00000119285.11	ENSG00000119285	HEATR1
ENSG00000119535.19	ENSG00000119535	CSF3R
ENSG00000119729.12	ENSG00000119729	RHOQ
ENSG00000119737.6	ENSG00000119737	GPR75
ENSG00000119760.16	ENSG00000119760	SUPT7L
ENSG00000119771.15	ENSG00000119771	KLHL29
ENSG00000119772.19	ENSG00000119772	DNMT3A
ENSG00000119777.20	ENSG00000119777	TMEM214
ENSG00000119778.15	ENSG00000119778	ATAD2B
ENSG00000119782.14	ENSG00000119782	FKBP1B
ENSG00000119787.14	ENSG00000119787	ATL2
ENSG00000119801.13	ENSG00000119801	YPEL5
ENSG00000119812.20	ENSG00000119812	FAM98A
ENSG00000119820.11	ENSG00000119820	YIPF4
ENSG00000119844.17	ENSG00000119844	AFTPH
ENSG00000119862.13	ENSG00000119862	LGALSL
ENSG00000119865.9	ENSG00000119865	CNRIP1
ENSG00000119866.22	ENSG00000119866	BCL11A
ENSG00000119878.6	ENSG00000119878	CRIPT
ENSG00000119888.11	ENSG00000119888	EPCAM
ENSG00000120332.17	ENSG00000120332	TNN
ENSG00000120333.4	ENSG00000120333	MRPS14
ENSG00000120334.16	ENSG00000120334	CENPL
ENSG00000120337.10	ENSG00000120337	TNFSF18
ENSG00000120341.19	ENSG00000120341	SEC16B
ENSG00000120370.14	ENSG00000120370	GORAB
ENSG00000120656.14	ENSG00000120656	TAF12
ENSG00000120937.9	ENSG00000120937	NPPB
ENSG00000120942.14	ENSG00000120942	UBIAD1
ENSG00000120948.19	ENSG00000120948	TARDBP
ENSG00000120949.15	ENSG00000120949	TNFRSF8
ENSG00000120952.4	ENSG00000120952	PRAMEF2
ENSG00000121152.10	ENSG00000121152	NCAPH
ENSG00000121310.17	ENSG00000121310	ECHDC2
ENSG00000121440.15	ENSG00000121440	PDZRN3
ENSG00000121446.20	ENSG00000121446	RGSL1
ENSG00000121454.6	ENSG00000121454	LHX4
ENSG00000121481.11	ENSG00000121481	RNF2
ENSG00000121486.12	ENSG00000121486	TRMT1L
ENSG00000121542.12	ENSG00000121542	SEC22A
ENSG00000121552.4	ENSG00000121552	CSTA
ENSG00000121570.13	ENSG00000121570	DPPA4
ENSG00000121577.14	ENSG00000121577	POPDC2
ENSG00000121578.13	ENSG00000121578	B4GALT4
ENSG00000121579.14	ENSG00000121579	NAA50
ENSG00000121594.12	ENSG00000121594	CD80
ENSG00000121634.6	ENSG00000121634	GJA8
ENSG00000121644.19	ENSG00000121644	DESI2
ENSG00000121753.13	ENSG00000121753	ADGRB2
ENSG00000121764.12	ENSG00000121764	HCRTR1
ENSG00000121766.16	ENSG00000121766	ZCCHC17
ENSG00000121769.8	ENSG00000121769	FABP3
ENSG00000121774.18	ENSG00000121774	KHDRBS1
ENSG00000121775.18	ENSG00000121775	TMEM39B
ENSG00000121797.10	ENSG00000121797	CCRL2
ENSG00000121807.7	ENSG00000121807	CCR2
ENSG00000121851.13	ENSG00000121851	POLR3GL
ENSG00000121900.19	ENSG00000121900	TMEM54
ENSG00000121903.15	ENSG00000121903	ZSCAN20
ENSG00000121904.19	ENSG00000121904	CSMD2
ENSG00000121905.10	ENSG00000121905	HPCA
ENSG00000121931.16	ENSG00000121931	LRIF1
ENSG00000121933.19	ENSG00000121933	TMIGD3
ENSG00000121940.17	ENSG00000121940	CLCC1
ENSG00000121957.15	ENSG00000121957	GPSM2
ENSG00000121964.15	ENSG00000121964	GTDC1
ENSG00000121966.8	ENSG00000121966	CXCR4
ENSG00000121988.18	ENSG00000121988	ZRANB3
ENSG00000121989.15	ENSG00000121989	ACVR2A
ENSG00000122085.17	ENSG00000122085	MTERF4
ENSG00000122176.12	ENSG00000122176	FMOD
ENSG00000122180.5	ENSG00000122180	MYOG
ENSG00000122188.13	ENSG00000122188	LAX1
ENSG00000122218.17	ENSG00000122218	COPA
ENSG00000122223.13	ENSG00000122223	CD244
ENSG00000122224.18	ENSG00000122224	LY9
ENSG00000122406.14	ENSG00000122406	RPL5
ENSG00000122417.16	ENSG00000122417	ODF2L
ENSG00000122420.10	ENSG00000122420	PTGFR
ENSG00000122432.19	ENSG00000122432	SPATA1
ENSG00000122435.11	ENSG00000122435	TRMT13
ENSG00000122477.13	ENSG00000122477	LRRC39
ENSG00000122481.17	ENSG00000122481	RWDD3
ENSG00000122482.22	ENSG00000122482	ZNF644
ENSG00000122483.18	ENSG00000122483	CCDC18
ENSG00000122484.9	ENSG00000122484	RPAP2
ENSG00000123080.12	ENSG00000123080	CDKN2C
ENSG00000123091.5	ENSG00000123091	RNF11
ENSG00000123472.13	ENSG00000123472	ATPAF1
ENSG00000123473.17	ENSG00000123473	STIL
ENSG00000123485.12	ENSG00000123485	HJURP
ENSG00000123600.21	ENSG00000123600	METTL8
ENSG00000123607.16	ENSG00000123607	TTC21B
ENSG00000123609.11	ENSG00000123609	NMI
ENSG00000123610.5	ENSG00000123610	TNFAIP6
ENSG00000123612.16	ENSG00000123612	ACVR1C
ENSG00000123636.19	ENSG00000123636	BAZ2B
ENSG00000123684.13	ENSG00000123684	LPGAT1
ENSG00000123685.9	ENSG00000123685	BATF3
ENSG00000123689.6	ENSG00000123689	G0S2
ENSG00000123836.15	ENSG00000123836	PFKFB2
ENSG00000123838.11	ENSG00000123838	C4BPA
ENSG00000123843.13	ENSG00000123843	C4BPB
ENSG00000123977.10	ENSG00000123977	DAW1
ENSG00000123983.15	ENSG00000123983	ACSL3
ENSG00000123989.15	ENSG00000123989	CHPF
ENSG00000123992.20	ENSG00000123992	DNPEP
ENSG00000123999.5	ENSG00000123999	INHA
ENSG00000124003.13	ENSG00000124003	MOGAT1
ENSG00000124006.15	ENSG00000124006	OBSL1
ENSG00000124019.10	ENSG00000124019	FAM124B
ENSG00000124356.17	ENSG00000124356	STAMBP
ENSG00000124357.13	ENSG00000124357	NAGK
ENSG00000124370.11	ENSG00000124370	MCEE
ENSG00000124374.9	ENSG00000124374	PAIP2B
ENSG00000124380.11	ENSG00000124380	SNRNP27
ENSG00000124383.11	ENSG00000124383	MPHOSPH10
ENSG00000124831.20	ENSG00000124831	LRRFIP1
ENSG00000124839.13	ENSG00000124839	RAB17
ENSG00000125037.13	ENSG00000125037	EMC3
ENSG00000125046.16	ENSG00000125046	SSUH2
ENSG00000125459.18	ENSG00000125459	MSTO1
ENSG00000125538.12	ENSG00000125538	IL1B
ENSG00000125551.19	ENSG00000125551	PLGLB2
ENSG00000125571.10	ENSG00000125571	IL37
ENSG00000125611.16	ENSG00000125611	CHCHD5
ENSG00000125618.18	ENSG00000125618	PAX8
ENSG00000125629.16	ENSG00000125629	INSIG2
ENSG00000125630.16	ENSG00000125630	POLR1B
ENSG00000125633.11	ENSG00000125633	CCDC93
ENSG00000125637.16	ENSG00000125637	PSD4
ENSG00000125703.15	ENSG00000125703	ATG4C
ENSG00000125944.21	ENSG00000125944	HNRNPR
ENSG00000125945.15	ENSG00000125945	ZNF436
ENSG00000126062.4	ENSG00000126062	TMEM115
ENSG00000126067.12	ENSG00000126067	PSMB2
ENSG00000126070.20	ENSG00000126070	AGO3
ENSG00000126088.14	ENSG00000126088	UROD
ENSG00000126091.21	ENSG00000126091	ST3GAL3
ENSG00000126106.14	ENSG00000126106	TMEM53
ENSG00000126107.15	ENSG00000126107	HECTD3
ENSG00000126698.11	ENSG00000126698	DNAJC8
ENSG00000126705.15	ENSG00000126705	AHDC1
ENSG00000126709.16	ENSG00000126709	IFI6
ENSG00000127054.22	ENSG00000127054	INTS11
ENSG00000127074.15	ENSG00000127074	RGS13
ENSG00000127124.16	ENSG00000127124	HIVEP3
ENSG00000127125.9	ENSG00000127125	PPCS
ENSG00000127129.10	ENSG00000127129	EDN2
ENSG00000127423.11	ENSG00000127423	AUNIP
ENSG00000127463.16	ENSG00000127463	EMC1
ENSG00000127472.11	ENSG00000127472	PLA2G5
ENSG00000127481.15	ENSG00000127481	UBR4
ENSG00000127483.19	ENSG00000127483	HP1BP3
ENSG00000127603.32	ENSG00000127603	MACF1
ENSG00000127824.15	ENSG00000127824	TUBA4A
ENSG00000127831.11	ENSG00000127831	VIL1
ENSG00000127837.10	ENSG00000127837	AAMP
ENSG00000127838.15	ENSG00000127838	PNKD
ENSG00000128641.19	ENSG00000128641	MYO1B
ENSG00000128645.15	ENSG00000128645	HOXD1
ENSG00000128652.12	ENSG00000128652	HOXD3
ENSG00000128654.14	ENSG00000128654	MTX2
