gene	BeWo.KD	Plac1.CT27	Plac1.CT29	rTS_Plac1	e13.5_KO	e18.5_KO	gene	gene_biotype	external_gene_name	description
ENSG00000197712	1	0	0	1	0	0	ENSG00000197712	protein_coding	FAM114A1	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]
ENSG00000198074	1	0	0	0	0	0	ENSG00000198074	protein_coding	AKR1B10	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]
ENSG00000198108	1	0	0	0	0	0	ENSG00000198108	protein_coding	CHSY3	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]
ENSG00000198719	1	0	0	1	0	0	ENSG00000198719	protein_coding	DLL1	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]
ENSG00000198839	1	0	0	0	0	0	ENSG00000198839	protein_coding	ZNF277	zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070]
ENSG00000198961	1	0	0	0	0	0	ENSG00000198961	protein_coding	PJA2	praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]
ENSG00000203797	1	0	0	0	0	1	ENSG00000203797	protein_coding	DDO	D-aspartate oxidase [Source:HGNC Symbol;Acc:HGNC:2727]
ENSG00000203907	1	0	0	0	0	1	ENSG00000203907	protein_coding	OOEP	oocyte expressed protein [Source:HGNC Symbol;Acc:HGNC:21382]
ENSG00000204385	1	0	0	0	0	1	ENSG00000204385	protein_coding	SLC44A4	solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]
ENSG00000204389	1	0	0	0	1	0	ENSG00000204389	protein_coding	HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]
ENSG00000204390	1	0	0	0	0	0	ENSG00000204390	protein_coding	HSPA1L	heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]
ENSG00000204421	1	0	0	0	0	1	ENSG00000204421	protein_coding	LY6G6C	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]
ENSG00000204472	1	0	0	1	0	0	ENSG00000204472	protein_coding	AIF1	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]
ENSG00000204498	1	0	0	0	0	0	ENSG00000204498	protein_coding	NFKBIL1	NFKB inhibitor like 1 [Source:HGNC Symbol;Acc:HGNC:7800]
ENSG00000204544	1	0	0	0	0	0	ENSG00000204544	protein_coding	MUC21	mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]
ENSG00000204618	1	0	0	0	1	0	ENSG00000204618	protein_coding	RNF39	ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]
ENSG00000204642	1	0	0	0	0	0	ENSG00000204642	protein_coding	HLA-F	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]
ENSG00000204681	1	0	0	1	0	0	ENSG00000204681	protein_coding	GABBR1	gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
ENSG00000204969	1	0	0	0	0	0	ENSG00000204969	protein_coding	PCDHA2	protocadherin alpha 2 [Source:HGNC Symbol;Acc:HGNC:8668]
ENSG00000205129	1	0	0	0	0	0	ENSG00000205129	protein_coding	C4orf47	chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]
ENSG00000205413	1	0	0	0	0	0	ENSG00000205413	protein_coding	SAMD9	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]
ENSG00000205838	1	0	0	0	0	0	ENSG00000205838	protein_coding	TTC23L	tetratricopeptide repeat domain 23 like [Source:HGNC Symbol;Acc:HGNC:26355]
ENSG00000215045	1	0	0	0	0	0	ENSG00000215045	protein_coding	GRID2IP	Grid2 interacting protein [Source:HGNC Symbol;Acc:HGNC:18464]
ENSG00000217128	1	0	0	0	0	0	ENSG00000217128	protein_coding	FNIP1	folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]
ENSG00000221970	1	0	0	0	0	0	ENSG00000221970	protein_coding	OR2A1	olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229]
ENSG00000226314	1	0	0	0	0	0	ENSG00000226314	protein_coding	ZKSCAN8P1	ZKSCAN8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18777]
ENSG00000228672	1	0	0	1	0	0	ENSG00000228672	protein_coding	PROB1	proline rich basic protein 1 [Source:HGNC Symbol;Acc:HGNC:41906]
ENSG00000232810	1	0	0	0	0	0	ENSG00000232810	protein_coding	TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
ENSG00000243566	1	0	0	0	0	0	ENSG00000243566	protein_coding	UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]
ENSG00000244219	1	0	0	0	0	0	ENSG00000244219	protein_coding	TMEM225B	transmembrane protein 225B [Source:HGNC Symbol;Acc:HGNC:53075]
ENSG00000244476	1	0	0	0	0	1	ENSG00000244476	protein_coding	ERVFRD-1	endogenous retrovirus group FRD member 1, envelope [Source:HGNC Symbol;Acc:HGNC:33823]
ENSG00000255690	1	0	0	1	0	1	ENSG00000255690	protein_coding	TRIL	TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]
ENSG00000289027	1	0	0	0	0	0	ENSG00000289027	protein_coding		novel protein
ENSG00000006611	1	0	0	0	0	0	ENSG00000006611	protein_coding	USH1C	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]
ENSG00000010278	1	0	0	0	0	0	ENSG00000010278	protein_coding	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
ENSG00000010610	1	0	0	0	0	0	ENSG00000010610	protein_coding	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]
ENSG00000010626	1	0	0	0	0	0	ENSG00000010626	protein_coding	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]
ENSG00000011347	1	0	0	1	0	1	ENSG00000011347	protein_coding	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]
ENSG00000011405	1	0	0	0	0	0	ENSG00000011405	protein_coding	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]
ENSG00000012779	1	0	0	0	0	0	ENSG00000012779	protein_coding	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
ENSG00000013588	1	1	0	0	0	0	ENSG00000013588	protein_coding	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
ENSG00000020181	1	0	0	1	0	0	ENSG00000020181	protein_coding	ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]
ENSG00000021300	1	0	0	0	0	0	ENSG00000021300	protein_coding	PLEKHB1	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]
ENSG00000026025	1	0	0	1	0	0	ENSG00000026025	protein_coding	VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
ENSG00000033327	1	0	0	0	0	0	ENSG00000033327	protein_coding	GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]
ENSG00000043591	1	0	0	1	0	1	ENSG00000043591	protein_coding	ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]
ENSG00000048649	1	0	0	0	0	0	ENSG00000048649	protein_coding	RSF1	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
ENSG00000053918	1	0	0	0	0	0	ENSG00000053918	protein_coding	KCNQ1	potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]
ENSG00000054179	1	0	0	0	0	0	ENSG00000054179	protein_coding	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]
ENSG00000059804	1	0	0	0	0	0	ENSG00000059804	protein_coding	SLC2A3	solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]
ENSG00000059915	1	0	0	1	0	0	ENSG00000059915	protein_coding	PSD	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]
ENSG00000068971	1	0	0	0	0	0	ENSG00000068971	protein_coding	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]
ENSG00000070081	1	0	0	0	0	0	ENSG00000070081	protein_coding	NUCB2	nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]
ENSG00000070601	1	0	0	1	0	0	ENSG00000070601	protein_coding	FRMPD1	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29159]
ENSG00000072952	1	0	0	0	0	0	ENSG00000072952	protein_coding	IRAG1	inositol 1,4,5-triphosphate receptor associated 1 [Source:HGNC Symbol;Acc:HGNC:7237]
ENSG00000075826	1	0	0	0	0	0	ENSG00000075826	protein_coding	SEC31B	SEC31 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:23197]
ENSG00000076554	1	0	0	0	0	0	ENSG00000076554	protein_coding	TPD52	tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]
ENSG00000078403	1	0	0	0	0	0	ENSG00000078403	protein_coding	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]
ENSG00000080854	1	0	0	1	0	1	ENSG00000080854	protein_coding	IGSF9B	immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]
ENSG00000082556	1	0	0	0	0	0	ENSG00000082556	protein_coding	OPRK1	opioid receptor kappa 1 [Source:HGNC Symbol;Acc:HGNC:8154]
ENSG00000084453	1	0	0	0	0	0	ENSG00000084453	protein_coding	SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]
ENSG00000086848	1	1	0	0	0	0	ENSG00000086848	protein_coding	ALG9	ALG9 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]
ENSG00000095321	1	0	0	0	0	0	ENSG00000095321	protein_coding	CRAT	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]
ENSG00000095397	1	0	0	0	0	0	ENSG00000095397	protein_coding	WHRN	whirlin [Source:HGNC Symbol;Acc:HGNC:16361]
ENSG00000095585	1	0	0	0	0	0	ENSG00000095585	protein_coding	BLNK	B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]
ENSG00000099250	1	0	1	0	0	0	ENSG00000099250	protein_coding	NRP1	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]
ENSG00000104213	1	0	0	0	0	0	ENSG00000104213	protein_coding	PDGFRL	platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]
ENSG00000104312	1	0	0	0	0	0	ENSG00000104312	protein_coding	RIPK2	receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]
ENSG00000104368	1	0	0	0	0	1	ENSG00000104368	protein_coding	PLAT	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]
ENSG00000104419	1	0	0	0	0	0	ENSG00000104419	protein_coding	NDRG1	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
ENSG00000104760	1	0	0	0	0	0	ENSG00000104760	protein_coding	FGL1	fibrinogen like 1 [Source:HGNC Symbol;Acc:HGNC:3695]
ENSG00000104765	1	0	0	0	0	0	ENSG00000104765	protein_coding	BNIP3L	BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]
ENSG00000106701	1	0	0	0	0	0	ENSG00000106701	protein_coding	FSD1L	fibronectin type III and SPRY domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:13753]
ENSG00000106733	1	1	1	0	0	0	ENSG00000106733	protein_coding	NMRK1	nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]
ENSG00000106948	1	0	0	0	0	1	ENSG00000106948	protein_coding	AKNA	AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]
ENSG00000106976	1	0	0	1	0	0	ENSG00000106976	protein_coding	DNM1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]
ENSG00000106991	1	0	0	0	0	0	ENSG00000106991	protein_coding	ENG	endoglin [Source:HGNC Symbol;Acc:HGNC:3349]
ENSG00000107282	1	0	0	0	0	0	ENSG00000107282	protein_coding	APBA1	amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]
ENSG00000107317	1	0	0	0	0	0	ENSG00000107317	protein_coding	PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]
ENSG00000107331	1	0	0	0	0	0	ENSG00000107331	protein_coding	ABCA2	ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32]
ENSG00000107807	1	0	0	1	0	0	ENSG00000107807	protein_coding	TLX1	T cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056]
ENSG00000107819	1	0	0	0	0	0	ENSG00000107819	protein_coding	SFXN3	sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]
ENSG00000107854	1	0	0	0	0	0	ENSG00000107854	protein_coding	TNKS2	tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]
ENSG00000109911	1	0	0	1	0	0	ENSG00000109911	protein_coding	ELP4	elongator acetyltransferase complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:1171]
ENSG00000110244	1	0	0	0	0	0	ENSG00000110244	protein_coding	APOA4	apolipoprotein A4 [Source:HGNC Symbol;Acc:HGNC:602]
ENSG00000110628	1	0	0	0	0	1	ENSG00000110628	protein_coding	SLC22A18	solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]
ENSG00000110675	1	0	0	0	0	0	ENSG00000110675	protein_coding	ELMOD1	ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]
ENSG00000110723	1	0	0	0	0	0	ENSG00000110723	protein_coding	EXPH5	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]
ENSG00000110811	1	0	0	1	0	0	ENSG00000110811	protein_coding	P3H3	prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]
ENSG00000110881	1	0	0	1	0	0	ENSG00000110881	protein_coding	ASIC1	acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]
ENSG00000111186	1	0	0	0	0	0	ENSG00000111186	protein_coding	WNT5B	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]
ENSG00000111319	1	0	0	0	0	1	ENSG00000111319	protein_coding	SCNN1A	sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]
ENSG00000111644	1	0	0	0	0	0	ENSG00000111644	protein_coding	ACRBP	acrosin binding protein [Source:HGNC Symbol;Acc:HGNC:17195]
ENSG00000111674	1	0	0	1	0	0	ENSG00000111674	protein_coding	ENO2	enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]
ENSG00000111728	1	0	0	0	0	0	ENSG00000111728	protein_coding	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]
ENSG00000118972	1	0	0	0	0	0	ENSG00000118972	protein_coding	FGF23	fibroblast growth factor 23 [Source:HGNC Symbol;Acc:HGNC:3680]
ENSG00000119138	1	0	0	0	0	0	ENSG00000119138	protein_coding	KLF9	KLF transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]
ENSG00000119917	1	0	1	0	0	0	ENSG00000119917	protein_coding	IFIT3	interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]
ENSG00000119950	1	0	0	1	0	0	ENSG00000119950	protein_coding	MXI1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]
ENSG00000120160	1	0	0	0	0	0	ENSG00000120160	protein_coding	EQTN	equatorin [Source:HGNC Symbol;Acc:HGNC:1359]
ENSG00000122863	1	0	0	1	0	1	ENSG00000122863	protein_coding	CHST3	carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]
ENSG00000122884	1	0	0	0	0	0	ENSG00000122884	protein_coding	P4HA1	prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]
ENSG00000123095	1	0	1	0	0	0	ENSG00000123095	protein_coding	BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]
ENSG00000123096	1	0	0	0	0	0	ENSG00000123096	protein_coding	SSPN	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
ENSG00000123243	1	1	0	1	0	1	ENSG00000123243	protein_coding	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449]
ENSG00000123453	1	0	0	0	0	0	ENSG00000123453	protein_coding	SARDH	sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536]
ENSG00000126882	1	0	0	0	0	1	ENSG00000126882	protein_coding	FAM78A	family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]
ENSG00000127084	1	0	0	0	0	0	ENSG00000127084	protein_coding	FGD3	FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]
ENSG00000129422	1	0	0	0	0	0	ENSG00000129422	protein_coding	MTUS1	microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]
ENSG00000130045	1	0	0	1	0	0	ENSG00000130045	protein_coding	NXNL2	nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]
ENSG00000130643	1	0	0	0	0	0	ENSG00000130643	protein_coding	CALY	calcyon neuron specific vesicular protein [Source:HGNC Symbol;Acc:HGNC:17938]
ENSG00000130957	1	0	0	0	0	0	ENSG00000130957	protein_coding	FBP2	fructose-bisphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3607]
ENSG00000131620	1	0	0	0	0	0	ENSG00000131620	protein_coding	ANO1	anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]
ENSG00000132259	1	0	0	0	0	0	ENSG00000132259	protein_coding	CNGA4	cyclic nucleotide gated channel subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:2152]
ENSG00000132549	1	0	0	0	0	0	ENSG00000132549	protein_coding	VPS13B	vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]
ENSG00000132561	1	0	1	0	0	0	ENSG00000132561	protein_coding	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
ENSG00000133315	1	0	0	0	0	0	ENSG00000133315	protein_coding	MACROD1	mono-ADP ribosylhydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29598]
ENSG00000133317	1	0	0	0	0	0	ENSG00000133317	protein_coding	LGALS12	galectin 12 [Source:HGNC Symbol;Acc:HGNC:15788]
ENSG00000133661	1	0	0	0	0	0	ENSG00000133661	protein_coding	SFTPD	surfactant protein D [Source:HGNC Symbol;Acc:HGNC:10803]
ENSG00000133805	1	0	0	1	0	0	ENSG00000133805	protein_coding	AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]
ENSG00000134013	1	0	0	1	0	0	ENSG00000134013	protein_coding	LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]
ENSG00000134531	1	0	0	0	0	0	ENSG00000134531	protein_coding	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]
ENSG00000134569	1	0	0	1	0	1	ENSG00000134569	protein_coding	LRP4	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]
ENSG00000135363	1	0	0	0	0	0	ENSG00000135363	protein_coding	LMO2	LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
ENSG00000135406	1	0	0	0	0	0	ENSG00000135406	protein_coding	PRPH	peripherin [Source:HGNC Symbol;Acc:HGNC:9461]
ENSG00000135409	1	0	0	0	0	0	ENSG00000135409	protein_coding	AMHR2	anti-Mullerian hormone receptor type 2 [Source:HGNC Symbol;Acc:HGNC:465]
ENSG00000136840	1	0	0	1	0	0	ENSG00000136840	protein_coding	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]
ENSG00000136842	1	0	0	0	0	0	ENSG00000136842	protein_coding	TMOD1	tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]
ENSG00000136866	1	0	0	0	0	0	ENSG00000136866	protein_coding	ZFP37	ZFP37 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12863]
ENSG00000136883	1	0	0	0	0	0	ENSG00000136883	protein_coding	KIF12	kinesin family member 12 [Source:HGNC Symbol;Acc:HGNC:21495]
ENSG00000137094	1	0	0	0	0	0	ENSG00000137094	protein_coding	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]
ENSG00000137101	1	0	0	0	0	0	ENSG00000137101	protein_coding	CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]
ENSG00000137103	1	0	0	0	0	0	ENSG00000137103	protein_coding	TMEM8B	transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]
ENSG00000137145	1	0	0	0	0	0	ENSG00000137145	protein_coding	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]
ENSG00000137507	1	0	0	0	0	0	ENSG00000137507	protein_coding	LRRC32	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]
ENSG00000137648	1	0	0	0	0	0	ENSG00000137648	protein_coding	TMPRSS4	transmembrane serine protease 4 [Source:HGNC Symbol;Acc:HGNC:11878]
ENSG00000137709	1	0	0	0	0	0	ENSG00000137709	protein_coding	POU2F3	POU class 2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:19864]
ENSG00000138111	1	0	0	0	0	0	ENSG00000138111	protein_coding	MFSD13A	major facilitator superfamily domain containing 13A [Source:HGNC Symbol;Acc:HGNC:26196]
ENSG00000138162	1	0	0	0	0	0	ENSG00000138162	protein_coding	TACC2	transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523]
ENSG00000138336	1	0	0	1	0	0	ENSG00000138336	protein_coding	TET1	tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]
ENSG00000139160	1	0	0	1	0	0	ENSG00000139160	protein_coding	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739]
ENSG00000139211	1	0	0	0	0	0	ENSG00000139211	protein_coding	AMIGO2	adhesion molecule with Ig like domain 2 [Source:HGNC Symbol;Acc:HGNC:24073]
ENSG00000139625	1	0	0	0	0	0	ENSG00000139625	protein_coding	MAP3K12	mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]
ENSG00000142089	1	0	0	0	1	0	ENSG00000142089	protein_coding	IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]
ENSG00000147852	1	0	0	1	0	0	ENSG00000147852	protein_coding	VLDLR	very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]
ENSG00000147872	1	0	0	0	0	0	ENSG00000147872	protein_coding	PLIN2	perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
ENSG00000148158	1	0	0	1	0	0	ENSG00000148158	protein_coding	SNX30	sorting nexin family member 30 [Source:HGNC Symbol;Acc:HGNC:23685]
ENSG00000148225	1	0	0	1	0	0	ENSG00000148225	protein_coding	WDR31	WD repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:21421]
ENSG00000148288	1	0	1	0	0	0	ENSG00000148288	protein_coding	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]
ENSG00000148346	1	0	0	0	0	0	ENSG00000148346	protein_coding	LCN2	lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]
ENSG00000148386	1	0	0	0	0	0	ENSG00000148386	protein_coding	LCN9	lipocalin 9 [Source:HGNC Symbol;Acc:HGNC:17442]
ENSG00000148677	1	0	0	0	0	0	ENSG00000148677	protein_coding	ANKRD1	ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]
ENSG00000148690	1	0	0	0	0	0	ENSG00000148690	protein_coding	FRA10AC1	FRA10A associated CGG repeat 1 [Source:HGNC Symbol;Acc:HGNC:1162]
ENSG00000148702	1	0	0	0	0	0	ENSG00000148702	protein_coding	HABP2	hyaluronan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4798]
ENSG00000149150	1	0	0	1	0	1	ENSG00000149150	protein_coding	SLC43A1	solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]
ENSG00000149294	1	0	0	0	0	0	ENSG00000149294	protein_coding	NCAM1	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
ENSG00000149380	1	0	0	0	0	0	ENSG00000149380	protein_coding	P4HA3	prolyl 4-hydroxylase subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:30135]
ENSG00000150201	1	0	0	1	0	0	ENSG00000150201	protein_coding	FXYD4	FXYD domain containing ion transport regulator 4 [Source:HGNC Symbol;Acc:HGNC:4028]
ENSG00000150593	1	0	0	0	0	0	ENSG00000150593	protein_coding	PDCD4	programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]
ENSG00000151117	1	0	0	0	0	0	ENSG00000151117	protein_coding	TMEM86A	transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890]
ENSG00000151240	1	0	0	0	0	1	ENSG00000151240	protein_coding	DIP2C	disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]
ENSG00000151632	1	0	0	0	0	0	ENSG00000151632	protein_coding	AKR1C2	aldo-keto reductase family 1 member C2 [Source:HGNC Symbol;Acc:HGNC:385]
ENSG00000152463	1	0	0	0	0	0	ENSG00000152463	protein_coding	OLAH	oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625]
ENSG00000152779	1	0	0	0	0	1	ENSG00000152779	protein_coding	SLC16A12	solute carrier family 16 member 12 [Source:HGNC Symbol;Acc:HGNC:23094]
ENSG00000154134	1	0	0	0	0	0	ENSG00000154134	protein_coding	ROBO3	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]
ENSG00000154143	1	0	0	0	0	0	ENSG00000154143	protein_coding	PANX3	pannexin 3 [Source:HGNC Symbol;Acc:HGNC:20573]
ENSG00000155158	1	0	0	0	0	0	ENSG00000155158	protein_coding	TTC39B	tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704]
ENSG00000155792	1	0	0	1	0	0	ENSG00000155792	protein_coding	DEPTOR	DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953]
ENSG00000156006	1	0	0	0	0	0	ENSG00000156006	protein_coding	NAT2	N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7646]
ENSG00000156587	1	0	0	0	0	0	ENSG00000156587	protein_coding	UBE2L6	ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]
