gene	BeWo.KD	Plac1.CT27	Plac1.CT29	gene	gene_biotype	external_gene_name	description
ENSG00000170153	1	0	0	ENSG00000170153	protein_coding	RNF150	ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]
ENSG00000170476	1	0	0	ENSG00000170476	protein_coding	MZB1	marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]
ENSG00000170542	1	0	1	ENSG00000170542	protein_coding	SERPINB9	serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
ENSG00000170927	1	0	0	ENSG00000170927	protein_coding	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin [Source:HGNC Symbol;Acc:HGNC:9016]
ENSG00000172493	1	0	0	ENSG00000172493	protein_coding	AFF1	ALF transcription elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:7135]
ENSG00000172594	1	0	0	ENSG00000172594	protein_coding	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389]
ENSG00000173320	1	0	0	ENSG00000173320	protein_coding	STOX2	storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]
ENSG00000174343	1	0	0	ENSG00000174343	protein_coding	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079]
ENSG00000174607	1	0	0	ENSG00000174607	protein_coding	UGT8	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]
ENSG00000174945	1	0	0	ENSG00000174945	protein_coding	AMZ1	archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]
ENSG00000175182	1	0	0	ENSG00000175182	protein_coding	FAM131A	family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]
ENSG00000175745	1	0	0	ENSG00000175745	protein_coding	NR2F1	nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975]
ENSG00000176428	1	0	0	ENSG00000176428	protein_coding	VPS37D	VPS37D subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18287]
ENSG00000176597	1	0	0	ENSG00000176597	protein_coding	B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]
ENSG00000178033	1	0	0	ENSG00000178033	protein_coding	CALHM5	calcium homeostasis modulator family member 5 [Source:HGNC Symbol;Acc:HGNC:21568]
ENSG00000178177	1	0	0	ENSG00000178177	protein_coding	LCORL	ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]
ENSG00000178403	1	0	0	ENSG00000178403	protein_coding	NEUROG2	neurogenin 2 [Source:HGNC Symbol;Acc:HGNC:13805]
ENSG00000178809	1	0	0	ENSG00000178809	protein_coding	TRIM73	tripartite motif containing 73 [Source:HGNC Symbol;Acc:HGNC:18162]
ENSG00000180233	1	0	0	ENSG00000180233	protein_coding	ZNRF2	zinc and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:22316]
ENSG00000181016	1	0	0	ENSG00000181016	protein_coding	LSMEM1	leucine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:22036]
ENSG00000181104	1	0	0	ENSG00000181104	protein_coding	F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]
ENSG00000182158	1	0	0	ENSG00000182158	protein_coding	CREB3L2	cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]
ENSG00000182700	1	0	0	ENSG00000182700	protein_coding	IGIP	IgA inducing protein [Source:HGNC Symbol;Acc:HGNC:33847]
ENSG00000184305	1	0	0	ENSG00000184305	protein_coding	CCSER1	coiled-coil serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:29349]
ENSG00000184349	1	0	0	ENSG00000184349	protein_coding	EFNA5	ephrin A5 [Source:HGNC Symbol;Acc:HGNC:3225]
ENSG00000184897	1	0	0	ENSG00000184897	protein_coding	H1-10	H1.10 linker histone [Source:HGNC Symbol;Acc:HGNC:4722]
ENSG00000184903	1	0	0	ENSG00000184903	protein_coding	IMMP2L	inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]
ENSG00000184985	1	0	0	ENSG00000184985	protein_coding	SORCS2	sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]
ENSG00000186314	1	0	0	ENSG00000186314	protein_coding	PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]
ENSG00000186352	1	0	0	ENSG00000186352	protein_coding	ANKRD37	ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]
ENSG00000186470	1	0	0	ENSG00000186470	protein_coding	BTN3A2	butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]
ENSG00000186472	1	0	0	ENSG00000186472	protein_coding	PCLO	piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406]
ENSG00000186577	1	1	0	ENSG00000186577	protein_coding	SMIM29	small integral membrane protein 29 [Source:HGNC Symbol;Acc:HGNC:1340]
ENSG00000187260	1	0	0	ENSG00000187260	protein_coding	WDR86	WD repeat domain 86 [Source:HGNC Symbol;Acc:HGNC:28020]
ENSG00000187391	1	0	0	ENSG00000187391	protein_coding	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]
ENSG00000188372	1	0	0	ENSG00000188372	protein_coding	ZP3	zona pellucida glycoprotein 3 [Source:HGNC Symbol;Acc:HGNC:13189]
ENSG00000188820	1	0	0	ENSG00000188820	protein_coding	CALHM6	calcium homeostasis modulator family member 6 [Source:HGNC Symbol;Acc:HGNC:33391]
ENSG00000188994	1	0	0	ENSG00000188994	protein_coding	ZNF292	zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]
ENSG00000189058	1	0	0	ENSG00000189058	protein_coding	APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]
ENSG00000189143	1	0	0	ENSG00000189143	protein_coding	CLDN4	claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]
ENSG00000196335	1	0	0	ENSG00000196335	protein_coding	STK31	serine/threonine kinase 31 [Source:HGNC Symbol;Acc:HGNC:11407]
ENSG00000196428	1	0	0	ENSG00000196428	protein_coding	TSC22D2	TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]
ENSG00000196549	1	0	0	ENSG00000196549	protein_coding	MME	membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]
ENSG00000197062	1	0	0	ENSG00000197062	protein_coding	ZSCAN26	zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978]
ENSG00000197261	1	0	1	ENSG00000197261	protein_coding	C6orf141	chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]
ENSG00000197279	1	0	0	ENSG00000197279	protein_coding	ZNF165	zinc finger protein 165 [Source:HGNC Symbol;Acc:HGNC:12953]
ENSG00000197479	1	0	0	ENSG00000197479	protein_coding	PCDHB11	protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]
ENSG00000197594	1	1	1	ENSG00000197594	protein_coding	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]
ENSG00000197712	1	0	0	ENSG00000197712	protein_coding	FAM114A1	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]
ENSG00000198074	1	0	0	ENSG00000198074	protein_coding	AKR1B10	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]
ENSG00000198108	1	0	0	ENSG00000198108	protein_coding	CHSY3	chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]
ENSG00000198719	1	0	0	ENSG00000198719	protein_coding	DLL1	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]
ENSG00000198839	1	0	0	ENSG00000198839	protein_coding	ZNF277	zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070]
ENSG00000198961	1	0	0	ENSG00000198961	protein_coding	PJA2	praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]
ENSG00000203797	1	0	0	ENSG00000203797	protein_coding	DDO	D-aspartate oxidase [Source:HGNC Symbol;Acc:HGNC:2727]
ENSG00000203907	1	0	0	ENSG00000203907	protein_coding	OOEP	oocyte expressed protein [Source:HGNC Symbol;Acc:HGNC:21382]
ENSG00000204385	1	0	0	ENSG00000204385	protein_coding	SLC44A4	solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]
ENSG00000204389	1	0	0	ENSG00000204389	protein_coding	HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]
ENSG00000204390	1	0	0	ENSG00000204390	protein_coding	HSPA1L	heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]
ENSG00000204421	1	0	0	ENSG00000204421	protein_coding	LY6G6C	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]
ENSG00000204472	1	0	0	ENSG00000204472	protein_coding	AIF1	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]
ENSG00000204498	1	0	0	ENSG00000204498	protein_coding	NFKBIL1	NFKB inhibitor like 1 [Source:HGNC Symbol;Acc:HGNC:7800]
ENSG00000204544	1	0	0	ENSG00000204544	protein_coding	MUC21	mucin 21, cell surface associated [Source:HGNC Symbol;Acc:HGNC:21661]
ENSG00000204618	1	0	0	ENSG00000204618	protein_coding	RNF39	ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]
ENSG00000204642	1	0	0	ENSG00000204642	protein_coding	HLA-F	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]
ENSG00000204681	1	0	0	ENSG00000204681	protein_coding	GABBR1	gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
ENSG00000204969	1	0	0	ENSG00000204969	protein_coding	PCDHA2	protocadherin alpha 2 [Source:HGNC Symbol;Acc:HGNC:8668]
ENSG00000205129	1	0	0	ENSG00000205129	protein_coding	C4orf47	chromosome 4 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:34346]
ENSG00000205413	1	0	0	ENSG00000205413	protein_coding	SAMD9	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]
ENSG00000205838	1	0	0	ENSG00000205838	protein_coding	TTC23L	tetratricopeptide repeat domain 23 like [Source:HGNC Symbol;Acc:HGNC:26355]
ENSG00000215045	1	0	0	ENSG00000215045	protein_coding	GRID2IP	Grid2 interacting protein [Source:HGNC Symbol;Acc:HGNC:18464]
ENSG00000217128	1	0	0	ENSG00000217128	protein_coding	FNIP1	folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]
ENSG00000221970	1	0	0	ENSG00000221970	protein_coding	OR2A1	olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229]
ENSG00000226314	1	0	0	ENSG00000226314	protein_coding	ZKSCAN8P1	ZKSCAN8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18777]
ENSG00000228672	1	0	0	ENSG00000228672	protein_coding	PROB1	proline rich basic protein 1 [Source:HGNC Symbol;Acc:HGNC:41906]
ENSG00000232810	1	0	0	ENSG00000232810	protein_coding	TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
ENSG00000243566	1	0	0	ENSG00000243566	protein_coding	UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]
ENSG00000244219	1	0	0	ENSG00000244219	protein_coding	TMEM225B	transmembrane protein 225B [Source:HGNC Symbol;Acc:HGNC:53075]
ENSG00000244476	1	0	0	ENSG00000244476	protein_coding	ERVFRD-1	endogenous retrovirus group FRD member 1, envelope [Source:HGNC Symbol;Acc:HGNC:33823]
ENSG00000255690	1	0	0	ENSG00000255690	protein_coding	TRIL	TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]
ENSG00000289027	1	0	0	ENSG00000289027	protein_coding		novel protein
ENSG00000006611	1	0	0	ENSG00000006611	protein_coding	USH1C	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]
ENSG00000010278	1	0	0	ENSG00000010278	protein_coding	CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
ENSG00000010610	1	0	0	ENSG00000010610	protein_coding	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]
ENSG00000010626	1	0	0	ENSG00000010626	protein_coding	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]
ENSG00000011347	1	0	0	ENSG00000011347	protein_coding	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]
ENSG00000011405	1	0	0	ENSG00000011405	protein_coding	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]
ENSG00000012779	1	0	0	ENSG00000012779	protein_coding	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
ENSG00000013588	1	1	0	ENSG00000013588	protein_coding	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
ENSG00000020181	1	0	0	ENSG00000020181	protein_coding	ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]
ENSG00000021300	1	0	0	ENSG00000021300	protein_coding	PLEKHB1	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]
ENSG00000026025	1	0	0	ENSG00000026025	protein_coding	VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
ENSG00000033327	1	0	0	ENSG00000033327	protein_coding	GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]
ENSG00000043591	1	0	0	ENSG00000043591	protein_coding	ADRB1	adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]
ENSG00000048649	1	0	0	ENSG00000048649	protein_coding	RSF1	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]
ENSG00000053918	1	0	0	ENSG00000053918	protein_coding	KCNQ1	potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]
ENSG00000054179	1	0	0	ENSG00000054179	protein_coding	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]
ENSG00000059804	1	0	0	ENSG00000059804	protein_coding	SLC2A3	solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]
ENSG00000059915	1	0	0	ENSG00000059915	protein_coding	PSD	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]
ENSG00000068971	1	0	0	ENSG00000068971	protein_coding	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310]
ENSG00000070081	1	0	0	ENSG00000070081	protein_coding	NUCB2	nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]
ENSG00000070601	1	0	0	ENSG00000070601	protein_coding	FRMPD1	FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29159]
ENSG00000072952	1	0	0	ENSG00000072952	protein_coding	IRAG1	inositol 1,4,5-triphosphate receptor associated 1 [Source:HGNC Symbol;Acc:HGNC:7237]
ENSG00000075826	1	0	0	ENSG00000075826	protein_coding	SEC31B	SEC31 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:23197]
ENSG00000076554	1	0	0	ENSG00000076554	protein_coding	TPD52	tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]
ENSG00000078403	1	0	0	ENSG00000078403	protein_coding	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]
ENSG00000080854	1	0	0	ENSG00000080854	protein_coding	IGSF9B	immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]
ENSG00000082556	1	0	0	ENSG00000082556	protein_coding	OPRK1	opioid receptor kappa 1 [Source:HGNC Symbol;Acc:HGNC:8154]
ENSG00000084453	1	0	0	ENSG00000084453	protein_coding	SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]
ENSG00000086848	1	1	0	ENSG00000086848	protein_coding	ALG9	ALG9 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]
ENSG00000095321	1	0	0	ENSG00000095321	protein_coding	CRAT	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]
ENSG00000095397	1	0	0	ENSG00000095397	protein_coding	WHRN	whirlin [Source:HGNC Symbol;Acc:HGNC:16361]
ENSG00000095585	1	0	0	ENSG00000095585	protein_coding	BLNK	B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]
ENSG00000099250	1	0	1	ENSG00000099250	protein_coding	NRP1	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]
ENSG00000104213	1	0	0	ENSG00000104213	protein_coding	PDGFRL	platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]
ENSG00000104312	1	0	0	ENSG00000104312	protein_coding	RIPK2	receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]
ENSG00000104368	1	0	0	ENSG00000104368	protein_coding	PLAT	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]
ENSG00000104419	1	0	0	ENSG00000104419	protein_coding	NDRG1	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
ENSG00000104760	1	0	0	ENSG00000104760	protein_coding	FGL1	fibrinogen like 1 [Source:HGNC Symbol;Acc:HGNC:3695]
ENSG00000104765	1	0	0	ENSG00000104765	protein_coding	BNIP3L	BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]
ENSG00000106701	1	0	0	ENSG00000106701	protein_coding	FSD1L	fibronectin type III and SPRY domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:13753]
ENSG00000106733	1	1	1	ENSG00000106733	protein_coding	NMRK1	nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]
ENSG00000106948	1	0	0	ENSG00000106948	protein_coding	AKNA	AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]
ENSG00000106976	1	0	0	ENSG00000106976	protein_coding	DNM1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]
ENSG00000106991	1	0	0	ENSG00000106991	protein_coding	ENG	endoglin [Source:HGNC Symbol;Acc:HGNC:3349]
ENSG00000107282	1	0	0	ENSG00000107282	protein_coding	APBA1	amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]
ENSG00000107317	1	0	0	ENSG00000107317	protein_coding	PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]
ENSG00000107331	1	0	0	ENSG00000107331	protein_coding	ABCA2	ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32]
ENSG00000107807	1	0	0	ENSG00000107807	protein_coding	TLX1	T cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056]
ENSG00000107819	1	0	0	ENSG00000107819	protein_coding	SFXN3	sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]
ENSG00000107854	1	0	0	ENSG00000107854	protein_coding	TNKS2	tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]
ENSG00000109911	1	0	0	ENSG00000109911	protein_coding	ELP4	elongator acetyltransferase complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:1171]
ENSG00000110244	1	0	0	ENSG00000110244	protein_coding	APOA4	apolipoprotein A4 [Source:HGNC Symbol;Acc:HGNC:602]
ENSG00000110628	1	0	0	ENSG00000110628	protein_coding	SLC22A18	solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]
ENSG00000110675	1	0	0	ENSG00000110675	protein_coding	ELMOD1	ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]
ENSG00000110723	1	0	0	ENSG00000110723	protein_coding	EXPH5	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]
ENSG00000110811	1	0	0	ENSG00000110811	protein_coding	P3H3	prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]
ENSG00000110881	1	0	0	ENSG00000110881	protein_coding	ASIC1	acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]
ENSG00000111186	1	0	0	ENSG00000111186	protein_coding	WNT5B	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]
ENSG00000111319	1	0	0	ENSG00000111319	protein_coding	SCNN1A	sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]
ENSG00000111644	1	0	0	ENSG00000111644	protein_coding	ACRBP	acrosin binding protein [Source:HGNC Symbol;Acc:HGNC:17195]
ENSG00000111674	1	0	0	ENSG00000111674	protein_coding	ENO2	enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]
ENSG00000111728	1	0	0	ENSG00000111728	protein_coding	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]
ENSG00000118972	1	0	0	ENSG00000118972	protein_coding	FGF23	fibroblast growth factor 23 [Source:HGNC Symbol;Acc:HGNC:3680]
ENSG00000119138	1	0	0	ENSG00000119138	protein_coding	KLF9	KLF transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]
ENSG00000119917	1	0	1	ENSG00000119917	protein_coding	IFIT3	interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]
ENSG00000119950	1	0	0	ENSG00000119950	protein_coding	MXI1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]
ENSG00000120160	1	0	0	ENSG00000120160	protein_coding	EQTN	equatorin [Source:HGNC Symbol;Acc:HGNC:1359]
ENSG00000122863	1	0	0	ENSG00000122863	protein_coding	CHST3	carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]
ENSG00000122884	1	0	0	ENSG00000122884	protein_coding	P4HA1	prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]
ENSG00000123095	1	0	1	ENSG00000123095	protein_coding	BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]
ENSG00000123096	1	0	0	ENSG00000123096	protein_coding	SSPN	sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
ENSG00000123243	1	1	0	ENSG00000123243	protein_coding	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449]
ENSG00000123453	1	0	0	ENSG00000123453	protein_coding	SARDH	sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536]
ENSG00000126882	1	0	0	ENSG00000126882	protein_coding	FAM78A	family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]
ENSG00000127084	1	0	0	ENSG00000127084	protein_coding	FGD3	FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]
ENSG00000129422	1	0	0	ENSG00000129422	protein_coding	MTUS1	microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]
ENSG00000130045	1	0	0	ENSG00000130045	protein_coding	NXNL2	nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]
ENSG00000130643	1	0	0	ENSG00000130643	protein_coding	CALY	calcyon neuron specific vesicular protein [Source:HGNC Symbol;Acc:HGNC:17938]
ENSG00000130957	1	0	0	ENSG00000130957	protein_coding	FBP2	fructose-bisphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3607]
ENSG00000131620	1	0	0	ENSG00000131620	protein_coding	ANO1	anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]
ENSG00000132259	1	0	0	ENSG00000132259	protein_coding	CNGA4	cyclic nucleotide gated channel subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:2152]
ENSG00000132549	1	0	0	ENSG00000132549	protein_coding	VPS13B	vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]
ENSG00000132561	1	0	1	ENSG00000132561	protein_coding	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
ENSG00000133315	1	0	0	ENSG00000133315	protein_coding	MACROD1	mono-ADP ribosylhydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29598]
ENSG00000133317	1	0	0	ENSG00000133317	protein_coding	LGALS12	galectin 12 [Source:HGNC Symbol;Acc:HGNC:15788]
ENSG00000133661	1	0	0	ENSG00000133661	protein_coding	SFTPD	surfactant protein D [Source:HGNC Symbol;Acc:HGNC:10803]
ENSG00000133805	1	0	0	ENSG00000133805	protein_coding	AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]
ENSG00000134013	1	0	0	ENSG00000134013	protein_coding	LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]
ENSG00000134531	1	0	0	ENSG00000134531	protein_coding	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]
ENSG00000134569	1	0	0	ENSG00000134569	protein_coding	LRP4	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]
ENSG00000135363	1	0	0	ENSG00000135363	protein_coding	LMO2	LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
ENSG00000135406	1	0	0	ENSG00000135406	protein_coding	PRPH	peripherin [Source:HGNC Symbol;Acc:HGNC:9461]
ENSG00000135409	1	0	0	ENSG00000135409	protein_coding	AMHR2	anti-Mullerian hormone receptor type 2 [Source:HGNC Symbol;Acc:HGNC:465]
ENSG00000136840	1	0	0	ENSG00000136840	protein_coding	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]
ENSG00000136842	1	0	0	ENSG00000136842	protein_coding	TMOD1	tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]
ENSG00000136866	1	0	0	ENSG00000136866	protein_coding	ZFP37	ZFP37 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:12863]
ENSG00000136883	1	0	0	ENSG00000136883	protein_coding	KIF12	kinesin family member 12 [Source:HGNC Symbol;Acc:HGNC:21495]
ENSG00000137094	1	0	0	ENSG00000137094	protein_coding	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]
ENSG00000137101	1	0	0	ENSG00000137101	protein_coding	CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]
ENSG00000137103	1	0	0	ENSG00000137103	protein_coding	TMEM8B	transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]
ENSG00000137145	1	0	0	ENSG00000137145	protein_coding	DENND4C	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]
ENSG00000137507	1	0	0	ENSG00000137507	protein_coding	LRRC32	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]
ENSG00000137648	1	0	0	ENSG00000137648	protein_coding	TMPRSS4	transmembrane serine protease 4 [Source:HGNC Symbol;Acc:HGNC:11878]
